slope,curvature,twi,lithology,landcover,fault_distance,rainfall,fire_history,label,x,y
0.17330873012542725,0.5207022428512573,0.13090969622135162,0.75,0.0,0.0,0.5188884139060974,0.0,1,240220.78824052608,3823452.442173329
0.1468973010778427,0.5242847204208374,0.14320731163024902,0.75,0.5,0.25,0.33057263493537903,0.0,1,230774.89033241966,3814617.2134504514
0.1468912661075592,0.5366567969322205,0.1429685801267624,0.75,0.5,0.75,0.33449697494506836,0.0,1,237246.46870756504,3815764.4464440425
0.03443960100412369,0.5280923843383789,0.17954565584659576,0.75,0.5,0.0,0.19490517675876617,0.0,1,183020.3468360899,3817455.315631316
0.34238100051879883,0.518238365650177,0.1154111698269844,0.75,0.0,0.5,0.4582837224006653,0.0,1,210870.9436531071,3825431.7111708582
0.33759069442749023,0.5514392256736755,0.118146151304245,0.75,0.5,0.0,0.39996102452278137,0.0,1,206350.2305277998,3827795.06977912
0.10412321984767914,0.5258013010025024,0.14795567095279694,0.75,0.5,0.25,0.42385855317115784,0.0,1,235819.57998275576,3830238.4949697037
0.024158596992492676,0.5278540849685669,0.1849754899740219,0.75,0.5,0.0,0.35782909393310547,0.0,1,192690.43361361668,3831570.6378552527
0.3218727111816406,0.5272094011306763,0.11884725093841553,0.75,0.5,0.5,0.3835168182849884,0.0,1,229461.4313667561,3832642.951024474
0.33665505051612854,0.5251560807228088,0.11842548847198486,0.75,0.5,0.25,0.335991233587265,0.0,1,197351.61345034197,3833638.427232974
0.01120497565716505,0.5286203026771545,0.2073897421360016,0.75,0.5,0.25,0.2251216471195221,0.0,1,183779.10391701845,3839647.3612324065
0.4179321527481079,0.5253234505653381,0.10302092880010605,0.75,0.5,0.0,0.578838050365448,1.0,1,264983.5330236422,3821681.866291328
0.43896955251693726,0.5311831831932068,0.09135773032903671,0.75,0.5,0.0,0.7315769195556641,1.0,1,272356.70147942344,3822607.9476787904
0.24709947407245636,0.5249094367027283,0.12163515388965607,0.75,0.5,0.0,0.5514596104621887,0.0,1,261367.5901305217,3823994.206867248
0.12907905876636505,0.5383056998252869,0.13497132062911987,0.75,0.5,0.0,0.04077710956335068,0.0,1,260572.0829961579,3863977.1628465555
0.21394187211990356,0.5247205495834351,0.1273939162492752,0.75,0.5,0.0,0.5352708101272583,0.0,1,251298.7151015414,3825368.9775036154
0.376892626285553,0.5289388298988342,0.11209959536790848,0.75,0.5,0.5,0.45148491859436035,0.0,1,241200.95366466147,3825645.4851290733
0.20546551048755646,0.5256810784339905,0.1281798630952835,0.75,0.5,0.5,0.48115938901901245,0.75,1,241293.93798347397,3828973.5754121067
0.32341042160987854,0.5101388096809387,0.10966728627681732,0.75,0.5,1.0,0.09496224671602249,0.0,1,246039.12724736152,3867699.8824663362
0.0068503874354064465,0.5277770161628723,0.219543918967247,0.75,0.5,0.0,0.19121983647346497,0.0,1,179309.98516519472,3843134.570396679
0.08767921477556229,0.5278846025466919,0.15466606616973877,0.75,0.5,0.75,0.20491701364517212,0.0,1,177982.3870235926,3857624.0576099134
